"CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
850,"France","Male",27,2,125845.69,2,1,0,134511.15,0
850,"Germany","Male",37,3,164672.66,1,1,0,155743.48,0
521,"Germany","Female",48,8,131162.08,1,1,1,83084.33,1
696,"France","Male",44,2,0,2,1,1,166678.48,0
636,"France","Male",35,8,0,2,1,0,171378.77,0
790,"France","Male",35,1,0,2,1,1,71553.03,0
726,"Spain","Male",41,6,0,2,1,1,141756.45,0
696,"France","Female",28,5,0,2,1,0,77553.62,0
730,"France","Male",38,5,99640.89,2,1,1,12429.22,0
628,"France","Male",34,2,71240.3,2,1,0,133086.45,0
509,"France","Male",60,3,0,2,1,1,51672.08,0
659,"Germany","Male",39,9,118098.53,1,1,1,65632.64,0
802,"France","Male",36,4,0,2,1,1,81908.09,0
559,"France","Male",38,7,0,2,0,1,106864.56,0
587,"France","Male",45,0,0,1,1,1,46824.08,1
744,"France","Female",28,2,123571.52,1,0,0,88783.59,0
554,"Spain","Female",29,8,0,2,0,0,81298.09,0
653,"France","Female",30,2,0,2,1,1,72862.25,0
427,"Spain","Male",42,8,0,1,1,1,82870.75,1
683,"France","Male",37,6,111962.99,1,1,1,132973.17,0
657,"Germany","Male",34,3,107136.6,3,1,0,153895.46,1
757,"Spain","Female",39,6,0,2,0,1,5983.7,0
524,"Spain","Male",28,7,0,2,0,1,147100.72,0
676,"France","Male",20,8,0,2,1,0,85426.28,0
597,"Germany","Male",36,3,114493.79,1,1,1,177099.71,0
747,"Germany","Male",36,7,132044.6,1,1,0,161043.16,1
663,"Spain","Male",22,8,0,2,0,0,102797.15,0
691,"France","Female",41,9,0,2,1,1,115115.32,0
595,"Germany","Male",34,1,87967.42,2,0,1,156309.52,0
595,"Spain","Female",41,9,0,2,1,1,59961.79,0
683,"France","Female",37,4,114779.35,1,0,0,183171.47,0
677,"Germany","Male",41,1,95312.8,1,1,1,62944.75,1
674,"France","Male",46,4,0,2,1,0,123850.58,0
539,"Germany","Male",38,0,108722.71,2,1,0,149975.95,0
731,"France","Female",36,8,0,2,1,0,152073.23,0
517,"Germany","Male",38,1,137389.77,1,1,1,75959.1,0
675,"Germany","Female",29,1,117199.8,2,1,1,147530.06,0
812,"Spain","Male",43,1,0,2,1,0,53793.1,0
658,"France","Male",24,4,0,2,0,0,45936.41,0
634,"France","Male",45,2,0,2,0,1,101039.53,0
748,"France","Male",66,6,0,1,1,0,163331.65,1
637,"France","Female",63,5,0,1,1,1,28092.77,0
602,"France","Female",39,6,0,2,1,0,25101.17,0
705,"France","Male",28,6,89685.92,1,1,0,120586.32,1
785,"Spain","Male",24,3,129855.72,1,1,0,181918.26,1
553,"Germany","Female",45,7,127837.54,1,0,0,148887.69,1
597,"Spain","Male",48,4,0,1,1,1,95583.45,1
752,"France","Female",36,9,0,2,1,0,138889.15,0
718,"France","Male",39,5,0,2,0,1,72987.61,0
661,"France","Male",47,4,0,1,0,1,107243.31,0
650,"France","Female",27,8,0,2,1,0,129964.94,0
757,"France","Female",54,4,0,1,1,0,4896.11,1
492,"France","Male",31,8,0,2,1,0,100995.68,0
590,"France","Male",28,1,0,2,1,1,161407.48,0
652,"Spain","Male",61,0,133040.38,1,0,0,53715.44,1
708,"France","Female",42,1,112281.6,2,0,0,86786.41,0
686,"France","Female",39,9,121206.96,1,1,0,72993.67,0
703,"Spain","Male",36,4,0,2,1,0,142331.55,0
598,"Germany","Female",43,1,114655.25,3,1,0,28789.9,1
559,"France","Female",43,1,0,1,1,0,93739.71,1
699,"Spain","Male",37,1,0,3,1,1,82867.55,1
607,"Spain","Female",30,2,0,2,0,1,4696.48,0
697,"Spain","Male",36,8,0,2,1,1,15068.21,0
622,"France","Female",27,10,0,1,0,0,156906.18,1
461,"France","Female",37,8,0,1,1,1,103349.74,0
635,"Germany","Female",28,7,140856.81,2,1,0,187800.87,0
713,"France","Female",24,7,147687.24,1,1,1,121592.5,1
817,"Germany","Male",45,5,101207.75,1,0,0,88211.12,0
689,"Germany","Male",48,2,136911.45,3,1,0,182055.21,1
661,"France","Male",42,3,0,1,1,1,186489.86,0
729,"Spain","Male",38,8,81273.13,1,1,0,18719.67,1
567,"Spain","Male",44,1,0,1,1,1,94488.82,0
646,"France","Male",35,4,115301.64,1,1,0,152880.93,0
667,"Germany","Male",30,6,119658.49,2,0,1,27345.18,0
567,"Spain","Female",43,4,0,2,1,1,101274.17,0
738,"France","Male",36,4,0,2,1,1,96881.32,0
547,"Germany","Male",56,10,117300.02,1,0,0,29883.63,1
569,"France","Male",46,6,88307.14,1,0,0,80190.49,0
607,"France","Female",38,2,0,2,1,0,179032.68,0
708,"Spain","Female",38,7,0,2,1,1,162087.82,0
773,"France","Female",41,4,124281.84,1,1,1,60116.57,0
652,"Spain","Female",37,8,84560.04,2,1,1,156871.95,0
699,"Spain","Male",45,9,0,2,1,0,148487.9,0
562,"Germany","Male",31,2,121498.11,2,0,1,103697.57,0
812,"Spain","Male",26,2,169023.33,1,1,0,171733.67,0
579,"Spain","Male",19,7,0,2,1,0,86981.35,0
679,"France","Male",40,3,186796.37,1,1,1,136028.98,1
744,"France","Male",60,2,149136.31,1,1,1,93826.78,0
679,"France","Male",54,2,0,2,1,0,110273.84,0
622,"France","Male",46,4,0,2,0,1,78310.82,0
710,"France","Female",27,7,0,2,1,1,20081.3,0
572,"Germany","Female",31,3,148913.72,2,0,0,53817.23,1
562,"France","Female",30,1,0,2,1,1,182784.11,0
779,"Germany","Male",28,8,143390.43,2,0,0,143980.29,0
735,"Germany","Male",55,3,144696.29,1,1,1,111249.18,1
698,"Germany","Female",52,10,107906.75,1,1,0,168886.39,1
695,"France","Female",43,9,100421.1,1,1,1,102246,0
664,"France","Male",57,4,0,2,1,1,56562.57,0
526,"France","Male",40,5,0,2,1,0,62389.35,0
651,"France","Female",29,5,0,2,1,0,102325.88,0
644,"France","Male",40,3,138373.49,1,1,1,97774.94,0
596,"Spain","Male",44,2,122568.05,2,1,0,64350.8,0
751,"France","Female",34,3,0,2,1,1,178069.35,0
583,"France","Female",32,7,121063.88,2,0,1,114631.1,0
705,"France","Male",38,2,0,2,1,0,141364.62,0
619,"France","Female",30,5,0,2,0,1,194238.92,0
534,"France","Male",43,5,0,2,1,1,123499.27,0
850,"France","Female",31,9,0,2,0,0,183980.16,0
583,"France","Male",38,8,0,2,1,1,96881.32,0
607,"Spain","Female",40,5,137776.15,1,1,0,153773.15,0
724,"Spain","Male",35,1,98899.91,1,1,1,151336.96,0
775,"France","Male",38,7,0,2,1,1,86945,0
641,"France","Male",47,5,0,1,1,0,1112.76,1
651,"France","Male",41,7,0,2,1,0,23054.51,0
587,"Germany","Female",52,6,137936.94,1,0,0,166677.35,1
651,"France","Male",53,4,0,2,1,1,130132.41,0
540,"France","Male",47,6,0,2,0,1,86657.48,0
663,"France","Female",33,4,0,1,1,1,181718.73,0
782,"France","Female",39,9,0,1,0,1,126728.27,0
627,"France","Female",28,3,155519.59,1,1,0,54340.54,1
608,"France","Female",34,9,165979.78,1,0,0,177519.87,0
773,"Germany","Male",33,4,105722.73,2,1,1,80619.47,0
698,"Germany","Male",47,6,116537.6,1,1,1,41970.02,0
676,"Germany","Female",22,5,122731.57,1,1,0,7919.09,1
648,"Spain","Male",32,8,0,1,0,0,133653.38,1
350,"France","Male",27,10,0,1,0,1,125823.79,0
669,"France","Female",35,1,0,2,1,1,178373.94,0
579,"France","Male",38,8,0,2,1,0,113868.4,0
479,"France","Female",62,10,105501.83,3,1,0,94878.54,1
642,"France","Female",72,9,0,1,1,1,180800.42,0
761,"France","Female",41,4,0,2,1,1,177622.38,0
607,"France","Male",29,7,0,2,1,0,160618.61,0
705,"Spain","Male",53,3,0,1,0,0,129576.99,0
738,"France","Male",54,4,0,1,1,0,172601.62,1
663,"France","Female",27,4,0,2,1,1,94811.74,0
718,"Spain","Male",43,5,153316.14,2,1,0,24210.56,0
584,"France","Male",37,10,103711.56,1,1,0,102975.72,1
646,"Germany","Male",31,1,142631.54,2,1,1,175894.24,0
686,"France","Male",33,3,164557.95,1,1,0,82336.73,0
588,"France","Male",32,9,0,2,1,0,103557.85,0
741,"France","Male",34,3,61171.02,2,0,1,133801.49,0
826,"Germany","Female",30,7,112889.91,1,1,1,108411.66,0
608,"Germany","Female",33,0,111379.55,1,1,0,46422.46,1
545,"France","Male",25,2,0,2,1,1,54474.48,0
687,"France","Male",30,5,0,2,1,1,180829.98,0
803,"France","Male",25,4,0,2,1,0,152698.24,0
662,"France","Male",34,5,0,2,1,1,155700.15,0
557,"Germany","Male",55,4,98765.84,1,1,0,89891.4,1
487,"France","Female",33,7,112949.71,1,1,0,142331.85,0
624,"Germany","Male",38,5,106301.85,1,0,1,130862.11,1
684,"Spain","Female",32,0,0,2,1,0,95985.64,0
578,"France","Male",37,4,117799.28,1,1,1,182372.35,0
562,"France","Male",32,6,0,2,1,1,166682.23,0
645,"France","Male",44,8,0,1,1,1,136506.86,0
705,"Spain","Female",45,3,0,2,1,0,100950.66,0
636,"France","Male",39,6,0,2,1,0,43128.95,0
443,"France","Female",48,9,150200.23,1,1,1,176091.31,0
635,"Germany","Male",29,9,162560.32,1,1,0,107155.4,0
679,"France","Male",53,9,0,1,1,0,168035.45,1
542,"Spain","Female",41,8,0,2,0,1,64532.8,0
738,"Germany","Female",43,1,126732.85,1,1,0,64831.36,1
619,"France","Male",51,6,0,1,1,0,115116.46,1
809,"Germany","Female",39,4,117056.46,2,1,0,93336.93,0
663,"Spain","Male",40,2,0,2,1,1,184976.67,0
705,"France","Female",48,4,125827.71,1,1,1,161802.67,0
520,"France","Male",41,9,0,2,1,0,64722.61,0
694,"Germany","Male",42,9,120599.06,3,1,0,102076.68,1
628,"France","Male",34,8,0,1,1,1,131806.86,0
629,"Germany","Male",43,1,108601,1,1,1,119647.7,0
741,"France","Female",32,7,0,3,1,1,176547.8,0
501,"Spain","Male",37,8,0,2,0,0,12470.3,0
704,"France","Male",47,6,0,2,1,0,145593.85,0
614,"Germany","Male",35,1,93723.78,2,0,0,27758.36,0
751,"France","Male",44,1,116967.68,1,1,0,120801.65,1
817,"Spain","Female",41,5,0,2,1,0,88958.49,0
562,"France","Male",34,2,0,1,1,0,1713.1,0
706,"Germany","Male",36,3,142546.11,1,0,1,114066.77,0
726,"France","Male",61,2,109783.69,1,1,0,40313.47,0
708,"Germany","Female",25,8,192390.52,2,0,1,82393.08,0
529,"Spain","Male",38,0,81589.04,1,1,1,176943.53,0
569,"Germany","Male",49,5,102800.65,2,1,1,102908.91,0
735,"Germany","Male",31,4,96202.32,2,1,1,172749.65,0
545,"Germany","Female",33,7,131354.25,2,1,1,156774.75,0
786,"Germany","Male",39,7,122568.05,2,1,0,29937.75,0
732,"Germany","Female",41,6,140931.82,1,1,1,81482.82,0
678,"France","Female",36,6,0,2,1,0,82970.69,0
656,"France","Female",29,3,0,2,0,0,62980.53,0
775,"Spain","Female",47,10,0,2,1,0,74588.41,0
838,"Spain","Male",33,0,0,2,1,0,182913.95,0
720,"France","Female",37,8,0,1,1,0,45985.52,0
682,"Germany","Male",50,8,123949.75,2,1,0,36560.51,0
752,"Spain","Male",37,4,130274.22,1,1,1,133535.29,0
630,"Germany","Male",39,10,105473.74,1,0,0,58854.88,1
602,"France","Female",38,1,0,2,1,1,144880.81,0
748,"Spain","Female",40,5,91621.69,1,1,1,134638.97,0
717,"France","Female",31,9,0,2,1,1,26136.13,0
544,"Germany","Female",31,9,88161.85,1,1,1,127630.88,0
790,"Spain","Male",39,5,0,2,1,0,167916.35,0
554,"France","Female",43,6,95556.31,1,1,0,199273.98,1
564,"France","Male",38,7,0,2,1,1,122218.71,0
717,"France","Male",41,8,0,2,0,1,147573.36,0
730,"France","Female",35,0,155470.55,1,1,0,53718.28,1
757,"Spain","Female",41,7,0,2,1,0,155799.86,0
762,"Germany","Female",39,5,128100.28,1,1,0,69454.24,0
803,"France","Male",40,10,0,2,1,1,179866.01,1
817,"Germany","Female",33,1,122521.38,2,0,1,168815.16,1
646,"Germany","Female",35,3,121151.05,2,1,1,79414,0
679,"France","Female",41,3,0,2,1,0,182528.44,0
554,"France","Male",35,5,0,1,1,1,75562.47,0
850,"Spain","Female",35,5,0,2,0,1,181204.86,0
582,"Germany","Male",36,3,156773.78,2,1,0,82969.6,0
691,"Germany","Female",37,7,103764.26,1,0,0,109153.88,0
731,"France","Male",32,5,0,2,1,1,189528.72,0
672,"France","Female",34,8,0,2,0,1,107640.96,0
727,"Germany","Female",34,7,101266.51,2,1,0,176773.51,0
705,"France","Female",25,1,0,2,1,1,119969.99,0
682,"France","Male",35,3,119452.03,1,1,0,35179.18,1
637,"France","Female",50,3,0,1,0,0,89893.24,1
663,"France","Male",30,2,0,1,1,1,143481.85,0
629,"France","Male",50,6,135871.5,1,1,1,166544.29,1
765,"France","Female",34,9,91835.16,1,0,0,138280.17,0
624,"Spain","Female",35,6,86006.3,2,1,0,187900.12,0
506,"France","Female",49,7,0,2,1,1,187866.21,0
687,"Germany","Female",44,1,95368.14,2,1,0,1787.85,0
707,"France","Male",29,3,0,2,1,0,158958.9,0
584,"France","Male",33,4,102535.57,1,1,0,176925.69,0
850,"France","Female",38,4,71379.53,1,1,0,154000.99,1
598,"Spain","Male",31,1,0,2,1,1,77866.95,0
739,"France","Female",34,0,110597.76,1,0,1,160122.66,0
718,"France","Female",41,5,0,2,1,0,44965.44,0
745,"France","Male",62,3,0,1,0,1,161519.76,1
656,"Germany","Male",22,2,80204.11,2,1,0,28123.99,0
717,"Spain","Female",31,8,0,2,0,0,117031.2,0
781,"France","Male",30,9,0,1,0,0,172097.4,0
521,"Spain","Female",30,7,0,1,1,0,92816.86,0
710,"France","Female",40,9,0,2,1,0,1375.46,0
577,"France","Female",39,9,0,1,1,1,108891.2,0
584,"Spain","Female",44,9,0,1,1,0,129964.8,1
705,"Germany","Male",29,6,100768.77,1,1,0,136914.28,0
510,"Germany","Female",43,5,71283.09,2,0,0,167984.72,0
605,"France","Female",44,1,0,1,1,0,161579.85,1
639,"France","Male",31,1,0,2,1,1,126477.36,0
763,"Germany","Male",34,10,120731.88,2,1,0,176680.69,0
698,"Germany","Male",33,3,150777.1,1,1,0,114732.62,0
599,"France","Male",69,10,0,2,1,1,88830.38,0
569,"France","Male",51,2,0,1,1,1,91624.11,0
744,"Spain","Female",48,1,0,1,1,0,52795.15,1
624,"Germany","Male",38,3,59893.13,2,0,1,140893.06,0
493,"France","Female",44,10,176033.76,1,1,0,110783.31,1
699,"France","Female",35,1,0,2,1,0,46807.62,1
646,"Germany","Male",50,1,121399.98,1,0,1,84508.44,0
699,"France","Male",40,7,0,2,1,0,152876.13,0
573,"France","Female",36,7,113625.83,1,1,1,156774.94,0
574,"Spain","Male",34,5,0,2,1,0,28269.86,0
727,"France","Female",35,1,139542.82,1,1,1,58467.08,0
688,"France","Male",52,4,0,2,1,1,170893.85,1
633,"Germany","Female",41,9,90560.3,1,1,0,138880.24,1
651,"Spain","Male",45,6,0,2,1,0,180712.28,0
595,"France","Male",38,3,152303.8,1,1,1,52462.25,0
740,"France","Female",30,1,0,2,0,0,177738.98,0
661,"France","Male",41,8,0,2,0,1,129964.9,0
507,"France","Female",30,6,0,2,1,1,47454.93,0
679,"France","Male",31,1,121525.4,1,1,0,160532.58,0
757,"France","Male",42,9,0,2,1,0,187987.01,0
538,"Spain","Female",32,8,125918.1,1,1,0,152210.81,0
719,"France","Male",55,5,0,1,1,1,144880.81,0
721,"Spain","Male",34,3,0,2,1,0,141763.26,0
712,"France","Male",49,6,102540.61,1,1,1,173776.5,0
817,"France","Male",55,2,0,2,1,1,95941.55,0
640,"France","Male",51,2,128264.03,3,1,1,173870.21,1
569,"Germany","Female",46,5,124577.33,1,0,1,60921.4,1
619,"Spain","Male",36,3,0,2,0,1,82929.83,0
736,"Germany","Male",22,2,118046.79,1,1,1,79304.33,0
588,"Germany","Female",32,1,111098.85,1,1,1,177815.87,0
632,"Germany","Male",55,5,152670.21,1,1,1,132896.64,1
583,"Spain","Female",37,8,0,2,1,1,141210.5,0
678,"France","Male",30,4,0,2,1,1,152531.38,0
611,"France","Male",35,2,0,2,1,0,140138.98,0
681,"Spain","Female",34,4,83061.63,1,1,1,133051.19,0
602,"France","Male",40,10,0,2,0,1,52990.7,0
707,"Germany","Female",37,7,123537.96,2,1,0,180426.44,0
632,"Spain","Female",62,5,0,2,0,1,118860.92,0
563,"Spain","Male",29,5,0,2,1,0,135855.01,0
682,"Spain","Female",57,1,0,2,1,1,185855.71,0
559,"France","Male",44,7,95139.41,1,1,1,86575.46,1
540,"France","Male",47,2,117153,1,1,1,150227.25,0
649,"France","Male",40,5,0,2,1,1,126192.54,0
749,"France","Male",32,7,131762.94,1,1,1,96832.91,0
713,"Germany","Female",49,1,179915.85,1,1,1,93777.53,1
594,"France","Male",37,5,98400.61,2,0,0,25017.28,0
721,"France","Female",33,9,0,2,1,0,70810.8,0
545,"Germany","Male",40,9,93955.83,2,0,1,148278.43,0
754,"France","Male",34,6,0,2,0,1,73881.68,0
735,"France","Male",31,3,116060.08,1,1,0,126281.84,0
711,"France","Male",31,3,0,1,1,0,164039.13,0
746,"Germany","Male",41,3,145984.92,2,1,1,86460.28,0
699,"France","Male",32,4,0,1,1,0,147222.95,0
434,"France","Male",32,1,101043.63,1,1,0,142940.53,0
613,"France","Male",36,2,81025.09,1,1,1,176943.53,0
664,"Germany","Male",48,1,148384.64,1,1,0,179435.21,1
850,"Spain","Female",27,7,0,2,1,0,159899.97,0
581,"France","Female",25,8,114510.51,1,1,1,146723.92,0
663,"France","Female",40,5,0,2,1,0,146715.07,0
636,"Germany","Female",44,3,155973.88,1,1,0,103726.71,1
605,"France","Male",42,8,0,2,0,0,57972.45,0
667,"France","Female",31,6,0,2,1,0,134790.94,0
701,"France","Male",45,4,0,2,1,1,177738.06,0
689,"Germany","Male",61,1,109044.6,1,0,0,61108.56,1
648,"Germany","Male",55,8,117300.02,1,1,1,148087.88,0
603,"Spain","Male",33,1,97408.03,1,1,0,48640.77,0
641,"Spain","Male",32,7,0,2,1,1,24267.28,0
702,"Germany","Female",45,3,121898.58,1,1,0,79723.78,1
660,"France","Male",40,9,100768.77,1,1,1,172321.21,0
810,"France","Female",48,5,0,2,1,1,184524.65,0
693,"France","Female",38,8,0,2,1,1,158545.25,1
699,"France","Female",39,3,0,1,1,1,132873.24,0
558,"Germany","Female",39,4,123246.7,1,0,0,112687.57,0
543,"France","Male",41,7,59271.82,1,1,0,46019.43,1
850,"Spain","Male",32,5,0,1,1,1,3830.59,0
710,"France","Female",35,2,0,2,1,0,103656.88,0
778,"Germany","Male",28,5,141616.55,1,1,0,84460.18,0
669,"France","Female",33,4,0,1,1,1,58170.24,1
693,"France","Female",37,7,0,2,1,0,96877.38,0
645,"Germany","Female",36,1,158742.72,1,1,0,93716.04,1
598,"Germany","Male",45,10,167772.96,1,1,1,136886.86,0
733,"Germany","Male",39,6,138597.54,1,1,1,57549.65,0
624,"France","Male",39,4,152303.8,1,1,0,60590.72,0
472,"France","Female",37,7,0,2,1,1,194270.91,0
633,"Germany","Male",40,3,125860.2,2,1,1,102515.34,0
721,"Germany","Female",34,5,72373.62,2,1,1,36895.99,0
733,"France","Male",36,9,0,2,0,1,5571.59,0
659,"France","Male",46,3,0,1,1,0,166476.95,1
696,"France","Male",42,2,80613.44,2,0,1,90106.94,0
600,"France","Male",46,10,0,2,0,0,19862.78,0
488,"France","Male",29,9,0,1,1,0,166984.44,1
815,"Spain","Male",26,4,0,2,1,1,125870.2,0
705,"Spain","Male",41,8,125889.3,1,1,1,173989.66,0
669,"Spain","Male",33,2,146777.44,1,0,1,57589.33,0
633,"France","Male",36,2,0,2,1,0,191207.03,0
679,"Germany","Female",40,7,116922.21,2,1,1,59259.81,0
678,"France","Female",37,1,0,2,0,0,130590.35,0
585,"Germany","Male",40,8,134152.29,2,1,0,95583.45,0
646,"Spain","Female",28,7,73344.14,1,1,0,105517.49,0
598,"Spain","Male",38,1,0,2,0,0,12092.93,0
627,"France","Female",31,8,0,1,1,1,62449.62,0
670,"Spain","Male",30,1,97792.21,1,0,0,120225.62,0
477,"France","Male",37,4,0,2,0,1,137028.51,0
683,"Spain","Male",56,3,0,2,0,1,86414.41,0
718,"Germany","Male",42,1,120922.75,1,1,0,18082.06,0
447,"Spain","Male",30,6,100238.35,1,0,1,88783.59,0
710,"France","Female",49,3,128366.68,1,1,1,79915.99,0
577,"Spain","Male",46,6,0,2,1,0,153917.41,0
681,"Spain","Female",40,7,148884.47,2,1,0,107973.44,1
745,"France","Male",36,9,154701.84,2,0,1,126565.21,0
725,"France","Female",24,4,0,2,1,0,158553.1,0
625,"France","Female",52,8,0,1,1,0,48988.28,0
573,"France","Female",33,2,131647.01,1,1,0,162858.28,0
684,"France","Male",30,9,0,2,1,1,64421.02,0
724,"France","Female",38,5,145874.55,2,0,0,144880.28,0
535,"Germany","Male",66,1,125785.23,1,1,1,151401.33,1
568,"France","Female",34,1,0,2,1,1,177815.87,0
579,"France","Male",33,5,123081.74,1,1,0,184399.64,0
746,"France","Male",37,1,0,2,0,1,130147.58,0
792,"Spain","Male",37,0,132312.66,2,1,1,100618.37,0
715,"Spain","Male",39,7,0,2,1,1,166076.68,0
712,"France","Female",41,9,103465.04,1,1,0,83470.4,0
590,"Spain","Male",37,6,0,2,1,0,173844.89,0
728,"France","Female",40,9,0,1,1,0,138564.44,0
616,"France","Female",46,5,0,2,1,1,145789.71,1
622,"France","Female",33,5,0,2,1,0,51112.8,0
778,"France","Male",44,8,123863.64,2,1,0,144494.94,0
800,"Spain","Male",38,5,0,1,1,0,51553.43,1
545,"France","Female",31,6,0,2,1,1,177740.58,0
641,"France","Male",39,9,0,2,1,0,144874.94,0
574,"Spain","Male",34,5,117578.35,1,0,1,94415.6,0
495,"Spain","Male",37,7,151218.98,1,0,0,16957.45,0
718,"France","Female",38,5,28082.95,1,1,1,59115.77,0
743,"France","Male",35,8,0,2,1,1,130842.82,0
632,"France","Male",31,8,0,1,1,1,164832.53,0
708,"France","Male",35,2,0,2,0,0,52693.99,0
684,"Spain","Male",44,6,81732.82,1,0,0,69409.61,0
727,"France","Female",46,0,0,1,1,0,118570.53,1
555,"Spain","Female",41,5,172478.81,1,1,0,121537.75,0
762,"France","Female",40,3,0,2,1,1,158974.85,0
584,"Spain","Female",26,4,141665.55,1,1,0,67530.07,0
718,"Germany","Male",41,6,88915.37,2,0,1,69578.49,0
640,"Spain","Male",38,6,0,1,1,0,182765.14,0
702,"Spain","Male",27,5,147069.78,1,1,0,27654.44,0
677,"France","Female",33,2,0,2,1,0,121894.31,0
590,"France","Female",34,4,0,2,1,0,171021.44,0
667,"France","Male",26,4,0,2,1,0,77965.69,0
629,"France","Male",30,5,0,1,0,0,71167.17,0
742,"Spain","Female",32,9,0,1,0,1,181224.56,0
471,"France","Female",24,4,100954.88,1,0,0,64716.08,0
659,"France","Female",50,4,114321.27,1,1,1,63736.17,0
591,"Spain","Female",29,1,0,2,1,0,53512.19,0
652,"France","Male",29,8,0,2,1,1,164825.09,0
648,"France","Male",38,7,105961.68,1,1,0,101986.16,0
714,"Spain","Male",29,2,0,1,1,0,152167.79,0
549,"France","Male",58,8,0,1,1,1,73564.44,1
704,"France","Male",33,3,0,2,1,0,64728.41,0
724,"France","Male",49,2,106901.42,1,0,0,137065.94,1
644,"France","Female",61,7,0,1,1,0,54487.43,1
506,"Spain","Male",28,6,61671.19,2,1,1,111879.21,0
706,"France","Male",40,7,0,2,1,1,141053.85,0
668,"France","Female",77,6,0,2,1,1,49054.1,0
678,"France","Male",31,3,0,2,1,1,137537.22,0
639,"Spain","Female",37,6,0,2,1,1,31921.95,0
712,"France","Female",48,1,74988.6,2,1,1,172865.53,0
667,"France","Female",37,2,0,2,1,1,147545.65,0
729,"France","Male",27,4,0,2,0,1,4989.92,0
684,"Germany","Male",41,2,109528.28,1,0,0,117572.59,1
619,"Spain","Male",29,7,0,1,0,0,158048.64,0
682,"France","Female",37,5,0,2,1,0,159830.58,1
653,"France","Female",41,3,102768.42,1,1,0,25571.37,1
681,"France","Male",29,10,0,2,1,0,9262.77,0
583,"Spain","Male",35,6,0,2,1,1,124592.84,0
583,"Spain","Male",51,8,0,1,1,0,174094.24,1
611,"France","Male",55,8,152812.58,1,0,0,26920.43,1
695,"France","Female",31,0,0,2,1,0,132975.39,0
607,"France","Male",37,5,0,2,1,1,133617.43,0
567,"France","Female",30,6,0,2,1,0,3837.08,0
669,"Spain","Male",29,3,0,2,1,0,41176.6,0
596,"France","Female",29,4,0,1,1,1,82467.99,0
577,"France","Male",38,6,0,2,0,1,145700.66,0
699,"France","Male",45,7,0,1,0,1,173454.07,1
669,"France","Male",40,1,0,2,0,1,172097.94,0
545,"Germany","Female",44,8,119530.52,1,0,1,119056.68,0
621,"Spain","Female",33,3,88798.34,1,1,0,48778.46,0
693,"France","Male",37,2,0,2,1,0,142940.43,0
556,"Spain","Male",22,0,131363.89,1,1,0,125961.98,0
753,"Germany","Male",40,2,124365.42,1,0,0,180197.74,1
652,"France","Female",35,1,0,2,1,0,114774.45,0
678,"Germany","Male",40,1,139859.55,2,1,0,132973.31,1
674,"Spain","Female",39,6,0,1,1,0,9574.83,1
624,"France","Female",57,3,0,1,1,1,121364.39,1
695,"France","Male",63,10,0,1,1,1,180197.74,1
590,"Spain","Female",38,3,75212.28,2,1,1,58965.04,0
597,"Spain","Male",33,8,0,2,1,0,7156.09,0
634,"France","Male",33,3,109137.12,2,1,1,58844.84,0
696,"Germany","Female",66,7,119499.42,1,1,1,174027.3,1
641,"France","Male",34,4,0,2,1,1,105876.55,0
728,"France","Male",42,7,0,2,1,0,53437.53,0
655,"Spain","Female",50,2,100895.54,1,0,0,4896.11,1
633,"France","Male",36,5,0,2,1,0,182257.61,0
730,"Spain","Male",41,2,0,2,0,0,67978.48,0
732,"Spain","Female",32,10,0,2,1,1,121364.61,0
569,"Spain","Female",41,5,163715.86,1,1,0,184524.54,0
744,"France","Male",55,7,0,2,0,1,92377.23,0
596,"France","Female",44,9,116979.97,1,1,1,138360.37,1
579,"France","Male",37,5,0,1,1,0,180800.42,1
568,"Spain","Female",36,6,0,2,1,0,176692.65,0
459,"France","Female",44,9,0,1,0,1,167723.25,1
677,"France","Female",30,6,0,2,0,1,57975.8,0
669,"France","Male",44,5,45472.28,2,1,1,70899.27,1
698,"Germany","Female",36,7,121263.62,1,1,1,13387.88,0
732,"France","Male",41,5,0,2,1,0,125305.34,0
667,"France","Female",35,6,0,2,1,1,164864.66,0
601,"France","Male",30,4,151628.24,1,1,1,63667.83,0
594,"France","Female",64,4,0,1,1,0,84909.4,1
599,"Spain","Female",47,3,63488.7,1,1,1,181224.56,1
595,"Spain","Female",26,4,135889.13,1,1,0,101617.43,0
735,"France","Male",25,4,0,2,1,1,135876.15,0
422,"France","Female",24,4,0,2,1,1,156906.15,0
590,"Spain","Female",37,9,111739.6,2,1,0,54916.1,0
706,"France","Male",50,8,0,1,1,0,161602.42,1
736,"France","Male",29,4,0,2,1,0,51705.01,0
586,"France","Female",60,8,0,3,1,1,100557.03,1
652,"France","Male",33,8,0,1,1,1,162858.29,0
711,"Spain","Male",38,9,0,2,1,0,175910.95,0
561,"France","Female",36,1,155060.72,1,1,1,60906.97,0
648,"France","Male",31,2,177729.13,1,1,0,49833.5,0
703,"France","Male",34,4,123034.43,1,1,1,109688.82,0
693,"Spain","Female",40,5,0,2,1,1,52795.58,0
549,"Germany","Female",29,5,93716.72,2,1,1,184748.23,1
629,"France","Female",43,0,41299.03,1,1,0,41263.69,1
686,"France","Male",36,9,0,1,1,0,54448.41,0
